batter_id,season,player_name,n_pitches,n_swings,n_bbe,n_barrels,avg_launch_speed,avg_launch_angle,avg_bat_speed,avg_swing_length,n_pa,swing_pct,barrel_pct_bbe,barrel_pct_swing,woba
518692,2023,"Freeman, Freddie",2794,1404,521,60,83.70094876660342,18.386729857819905,69.11282051282052,6.693269230769231,732,0.5025053686471009,0.11516314779270634,0.042735042735042736,0.411
518692,2024,"Freeman, Freddie",2551,1245,450,41,82.9677555321391,17.26736842105263,68.3763779527559,6.708136482939632,640,0.4880439043512348,0.09111111111111111,0.03293172690763052,0.365
518692,2025,"Freeman, Freddie",2407,1236,433,47,84.36729411764705,16.951764705882354,68.26570247933884,6.797933884297521,628,0.5135022850020773,0.10854503464203233,0.03802588996763754,0.37
518934,2023,"LeMahieu, DJ",2262,884,374,20,83.93663220088627,13.877400295420975,66.61011235955057,7.176966292134831,563,0.39080459770114945,0.053475935828877004,0.02262443438914027,0.315
518934,2024,"LeMahieu, DJ",846,377,173,9,84.752,12.548172757475083,65.22932551319649,7.024046920821114,228,0.44562647754137114,0.05202312138728324,0.023872679045092837,0.239
518934,2025,"LeMahieu, DJ",539,227,93,4,86.77784431137724,13.125748502994012,65.53254716981132,7.063207547169812,144,0.42115027829313545,0.043010752688172046,0.01762114537444934,0.304
519203,2023,"Rizzo, Anthony",1676,809,277,22,82.9578947368421,17.555166374781084,67.59685039370078,6.762992125984252,421,0.48269689737470167,0.07942238267148015,0.027194066749072928,0.312
519203,2024,"Rizzo, Anthony",1433,703,274,10,82.2243093922652,17.136029411764707,66.98638655462184,6.686050420168067,376,0.49057920446615494,0.0364963503649635,0.01422475106685633,0.285
519317,2023,"Stanton, Giancarlo",1733,731,248,39,84.2635761589404,18.417218543046356,79.08802816901408,8.42887323943662,415,0.4218118869013272,0.15725806451612903,0.0533515731874145,0.297
519317,2024,"Stanton, Giancarlo",1841,857,276,58,86.70157170923379,20.198039215686276,79.60704225352113,8.46606914212548,461,0.465507876154264,0.21014492753623187,0.0676779463243874,0.33
519317,2025,"Stanton, Giancarlo",1222,503,154,33,86.27176870748299,19.904761904761905,78.97575757575757,8.717777777777778,281,0.411620294599018,0.21428571428571427,0.06560636182902585,0.395
521692,2023,"Perez, Salvador",2082,1240,411,38,83.6567331670823,18.022443890274314,71.16192384769539,7.896993987975952,583,0.595581171950048,0.09245742092457421,0.03064516129032258,0.302
521692,2024,"Perez, Salvador",2333,1330,467,66,84.86033333333333,20.277469478357382,71.7570411392405,7.916613924050633,653,0.5700814402057437,0.14132762312633834,0.04962406015037594,0.335
521692,2025,"Perez, Salvador",2287,1301,473,72,84.00604026845637,20.395530726256982,71.31245105716523,7.8363351605324985,641,0.5688675120244863,0.1522198731501057,0.05534204458109147,0.311
527038,2023,"Flores, Wilmer",1881,842,345,34,81.54640234948604,22.816715542521994,65.88190045248868,6.9918552036199095,455,0.44763423710792133,0.09855072463768116,0.040380047505938245,0.368
527038,2024,"Flores, Wilmer",966,423,186,11,79.242,23.28857142857143,64.06914600550964,6.794214876033059,243,0.43788819875776397,0.05913978494623656,0.026004728132387706,0.262
527038,2025,"Flores, Wilmer",1922,896,334,22,81.36366322008863,21.101769911504423,63.62380396732789,6.816336056009336,465,0.46618106139438087,0.0658682634730539,0.024553571428571428,0.302
542303,2023,"Ozuna, Marcell",2372,1146,398,65,84.58492268041236,17.28056628056628,73.2398832684825,7.3998054474708175,592,0.4831365935919056,0.16331658291457288,0.056719022687609075,0.381
542303,2024,"Ozuna, Marcell",2885,1345,440,70,85.08302961275626,18.5125,72.33336019339242,7.302256244963739,689,0.4662045060658579,0.1590909090909091,0.05204460966542751,0.395
542303,2025,"Ozuna, Marcell",2643,1039,350,39,82.98716502115656,18.484507042253522,70.97733598409542,7.125447316103379,592,0.39311388573590617,0.11142857142857143,0.03753609239653513,0.334
543068,2023,"Cron, C.J.",1068,508,195,26,81.75014492753623,16.620289855072464,71.26627218934911,8.15207100591716,278,0.4756554307116105,0.13333333333333333,0.051181102362204724,0.312
543760,2023,"Semien, Marcus",2806,1319,565,42,82.9929411764706,20.08912830558276,67.0143137254902,7.52078431372549,754,0.470064148253742,0.0743362831858407,0.03184230477634572,0.354
543760,2024,"Semien, Marcus",2635,1313,546,30,82.4,18.98980632008155,66.30436893203883,7.601456310679612,718,0.498292220113852,0.054945054945054944,0.02284843869002285,0.306
543760,2025,"Semien, Marcus",2076,1016,386,26,81.93819163292846,19.36842105263158,66.42539021852238,7.670967741935484,535,0.48940269749518306,0.06735751295336788,0.025590551181102362,0.295
543807,2023,"Springer, George",2541,1246,491,38,81.83803131991051,12.621229050279329,70.68523725834798,7.466080843585237,683,0.4903581267217631,0.07739307535641547,0.030497592295345103,0.32
543807,2024,"Springer, George",2307,1131,432,41,81.47259923175416,12.046094750320103,69.58823529411765,7.374288425047438,614,0.49024707412223667,0.09490740740740741,0.036251105216622455,0.298
543807,2025,"Springer, George",2314,1066,391,58,83.41648501362397,18.980926430517712,71.37034146341465,7.438634146341464,586,0.4606741573033708,0.1483375959079284,0.054409005628517824,0.408
543939,2023,"Wong, Kolten",986,471,174,6,80.04956268221575,18.620991253644316,68.68818897637794,6.619685039370079,250,0.4776876267748479,0.034482758620689655,0.012738853503184714,0.236
